dataset,method,pair,kendall_tau,spearman,iou_topk
mfeat-factors,simpls,LOCAL vs LIME,0.3140418,0.4472329,0.0
mfeat-factors,simpls,LOCAL vs SHAP,0.3786956,0.5393133,0.0
mfeat-karhunen,C5.0,FEAT_IMP vs LIME,0.2678571,0.3881410,0.2
mfeat-karhunen,C5.0,FEAT_IMP vs LOCAL,0.3230927,0.4792627,0.2
mfeat-karhunen,C5.0,FEAT_IMP vs SHAP,0.7956349,0.8648352,0.5
mfeat-karhunen,C5.0,LIME vs SHAP,0.3095238,0.4352564,0.2
mfeat-karhunen,C5.0,LOCAL vs LIME,0.2667691,0.3912250,0.5
mfeat-karhunen,C5.0,LOCAL vs SHAP,0.3271889,0.4753744,0.2
mfeat-karhunen,ctree,FEAT_IMP vs LIME,0.2172619,0.3179029,1.0
mfeat-karhunen,ctree,FEAT_IMP vs LOCAL,0.3405018,0.4868952,0.5
mfeat-karhunen,ctree,FEAT_IMP vs SHAP,0.8531746,0.9095238,0.5
mfeat-karhunen,ctree,LIME vs SHAP,0.2232143,0.3309066,0.5
mfeat-karhunen,ctree,LOCAL vs LIME,0.0793651,0.1169355,0.5
mfeat-karhunen,ctree,LOCAL vs SHAP,0.2585765,0.3643913,0.5
mfeat-karhunen,gbm,FEAT_IMP vs LIME,0.4394841,0.6204670,0.2
mfeat-karhunen,gbm,FEAT_IMP vs LOCAL,0.3839286,0.5464744,0.2
mfeat-karhunen,gbm,FEAT_IMP vs SHAP,0.5049603,0.7086538,0.2
mfeat-karhunen,gbm,LIME vs SHAP,0.3769841,0.5255495,1.0
mfeat-karhunen,gbm,LOCAL vs LIME,0.2757937,0.3918498,1.0
mfeat-karhunen,gbm,LOCAL vs SHAP,0.3650794,0.5268315,1.0
mfeat-karhunen,knn,FEAT_IMP vs LIME,0.3283730,0.4739927,0.5
mfeat-karhunen,knn,FEAT_IMP vs LOCAL,0.3144841,0.4707418,0.5
mfeat-karhunen,knn,FEAT_IMP vs SHAP,0.4255952,0.5708333,0.5
mfeat-karhunen,knn,LIME vs SHAP,0.4801587,0.6506410,1.0
mfeat-karhunen,knn,LOCAL vs LIME,0.4107143,0.5687729,1.0
mfeat-karhunen,knn,LOCAL vs SHAP,0.4126984,0.5815476,1.0
mfeat-karhunen,mlpML,FEAT_IMP vs LIME,0.3045635,0.4503205,0.2
mfeat-karhunen,mlpML,FEAT_IMP vs LOCAL,0.2777778,0.3817766,0.2
mfeat-karhunen,mlpML,FEAT_IMP vs SHAP,0.6319444,0.8052656,0.5
mfeat-karhunen,mlpML,LIME vs SHAP,0.4722222,0.6454670,0.5
mfeat-karhunen,mlpML,LOCAL vs LIME,0.1656746,0.2385989,0.5
mfeat-karhunen,mlpML,LOCAL vs SHAP,0.2748016,0.4115842,0.5
mfeat-karhunen,multinom,FEAT_IMP vs LIME,0.3214286,0.4873626,0.5
mfeat-karhunen,multinom,FEAT_IMP vs LOCAL,0.3865847,0.5479551,0.5
mfeat-karhunen,multinom,FEAT_IMP vs SHAP,0.3978175,0.5583333,0.5
mfeat-karhunen,multinom,LIME vs SHAP,0.4394841,0.6100733,1.0
mfeat-karhunen,multinom,LOCAL vs LIME,0.4091142,0.5623560,1.0
mfeat-karhunen,multinom,LOCAL vs SHAP,0.4767025,0.6333525,1.0
mfeat-karhunen,rbfDDA,FEAT_IMP vs LIME,0.0257937,0.0418498,0.0
mfeat-karhunen,rbfDDA,FEAT_IMP vs LOCAL,0.3551587,0.5139652,0.5
mfeat-karhunen,rbfDDA,FEAT_IMP vs SHAP,0.7916667,0.9361264,0.5
mfeat-karhunen,rbfDDA,LIME vs SHAP,-0.0019841,-0.0143315,0.0
mfeat-karhunen,rbfDDA,LOCAL vs LIME,0.1051587,0.1450092,0.0
mfeat-karhunen,rbfDDA,LOCAL vs SHAP,0.3313492,0.4764652,1.0
mfeat-karhunen,rda,FEAT_IMP vs LIME,0.3968254,0.5432234,0.2
mfeat-karhunen,rda,FEAT_IMP vs LOCAL,0.4136905,0.5896062,0.2
mfeat-karhunen,rda,FEAT_IMP vs SHAP,0.6924603,0.8721612,0.2
mfeat-karhunen,rda,LIME vs SHAP,0.4623016,0.6136447,1.0
mfeat-karhunen,rda,LOCAL vs LIME,0.2926587,0.4094322,1.0
mfeat-karhunen,rda,LOCAL vs SHAP,0.4355159,0.5928114,1.0
mfeat-karhunen,rpart,FEAT_IMP vs LIME,0.0555556,0.0842949,1.0
mfeat-karhunen,rpart,FEAT_IMP vs LOCAL,0.2202381,0.3068681,0.5
mfeat-karhunen,rpart,FEAT_IMP vs SHAP,0.7361111,0.6659341,1.0
mfeat-karhunen,rpart,LIME vs SHAP,0.0734127,0.1085165,1.0
mfeat-karhunen,rpart,LOCAL vs LIME,0.0456349,0.0685897,0.5
mfeat-karhunen,rpart,LOCAL vs SHAP,0.1369048,0.1940476,0.5
mfeat-karhunen,simpls,FEAT_IMP vs LIME,0.3373016,0.4574176,0.5
mfeat-karhunen,simpls,FEAT_IMP vs LOCAL,0.3512337,0.4836317,0.5
mfeat-karhunen,simpls,FEAT_IMP vs SHAP,0.4107143,0.5383242,0.5
mfeat-karhunen,simpls,LIME vs SHAP,0.4821429,0.6361264,1.0
mfeat-karhunen,simpls,LOCAL vs LIME,0.4397678,0.5828899,1.0
mfeat-karhunen,simpls,LOCAL vs SHAP,0.6618287,0.8220448,1.0
mfeat-zernike,C5.0,FEAT_IMP vs LIME,0.2858464,0.4268039,0.5
mfeat-zernike,C5.0,FEAT_IMP vs LOCAL,0.0525253,0.0657444,0.0
mfeat-zernike,C5.0,FEAT_IMP vs SHAP,0.3672525,0.4702821,0.5
mfeat-zernike,C5.0,LIME vs SHAP,0.5670675,0.7328862,0.5
mfeat-zernike,C5.0,LOCAL vs LIME,0.1939394,0.2765481,0.0
mfeat-zernike,C5.0,LOCAL vs SHAP,0.2181818,0.3179183,0.0
mfeat-zernike,bayesglm,FEAT_IMP vs LIME,0.2710453,0.4352451,0.5
mfeat-zernike,bayesglm,FEAT_IMP vs LOCAL,0.1962834,0.2433352,0.2
mfeat-zernike,bayesglm,FEAT_IMP vs SHAP,0.2802960,0.4250694,0.5
mfeat-zernike,bayesglm,LIME vs SHAP,0.7021277,0.8707216,1.0
mfeat-zernike,bayesglm,LOCAL vs LIME,0.1777003,0.2520865,0.2
mfeat-zernike,bayesglm,LOCAL vs SHAP,0.1869919,0.2734786,0.2
mfeat-zernike,ctree,FEAT_IMP vs LIME,0.2303423,0.3174144,1
mfeat-zernike,ctree,FEAT_IMP vs LOCAL,-0.1414141,-0.1997365,0
mfeat-zernike,ctree,FEAT_IMP vs SHAP,0.5430157,0.4838113,1
mfeat-zernike,ctree,LIME vs SHAP,0.2247919,0.3086263,1
mfeat-zernike,ctree,LOCAL vs LIME,0.0868687,0.1221344,0
mfeat-zernike,ctree,LOCAL vs SHAP,-0.0626263,-0.0918314,0
mfeat-zernike,fda,FEAT_IMP vs LIME,0.0638298,0.0728492,0.5
mfeat-zernike,fda,FEAT_IMP vs LOCAL,-0.1919192,-0.2561265,0.0
mfeat-zernike,fda,FEAT_IMP vs SHAP,0.5948196,0.5912350,0.5
mfeat-zernike,fda,LIME vs SHAP,0.2210916,0.2792553,1.0
mfeat-zernike,fda,LOCAL vs LIME,0.2585859,0.3805007,0.0
mfeat-zernike,fda,LOCAL vs SHAP,-0.0606061,-0.0718050,0.0
mfeat-zernike,gbm,FEAT_IMP vs LIME,0.3191489,0.4532840,0.5
mfeat-zernike,gbm,FEAT_IMP vs LOCAL,-0.1118494,-0.1614316,0.0
mfeat-zernike,gbm,FEAT_IMP vs SHAP,0.2266420,0.3517576,1.0
mfeat-zernike,gbm,LIME vs SHAP,0.5892692,0.7592507,0.5
mfeat-zernike,gbm,LOCAL vs LIME,0.0764120,0.0913621,0.0
mfeat-zernike,gbm,LOCAL vs SHAP,0.1694352,0.2407128,0.0
mfeat-zernike,gcvEarth,FEAT_IMP vs LIME,0.3635523,0.4835800,0.5
mfeat-zernike,gcvEarth,FEAT_IMP vs LOCAL,-0.0317125,-0.0549683,0.0
mfeat-zernike,gcvEarth,FEAT_IMP vs SHAP,0.7335800,0.7408649,0.5
mfeat-zernike,gcvEarth,LIME vs SHAP,0.3043478,0.4217160,1.0
mfeat-zernike,gcvEarth,LOCAL vs LIME,0.1268499,0.1873150,0.0
mfeat-zernike,gcvEarth,LOCAL vs SHAP,0.0042283,-0.0005638,0.0
mfeat-zernike,knn,FEAT_IMP vs LIME,0.3283996,0.4458834,1.0
mfeat-zernike,knn,FEAT_IMP vs LOCAL,0.0985604,0.1235276,0.2
mfeat-zernike,knn,FEAT_IMP vs SHAP,0.3543016,0.4919056,1.0
mfeat-zernike,knn,LIME vs SHAP,0.4745606,0.6326318,1.0
mfeat-zernike,knn,LOCAL vs LIME,0.1627907,0.2228934,0.2
mfeat-zernike,knn,LOCAL vs SHAP,0.2868217,0.4176986,0.2
mfeat-zernike,naive_bayes,FEAT_IMP vs LIME,-0.0878816,-0.1158649,0.5
mfeat-zernike,naive_bayes,FEAT_IMP vs LOCAL,0.2734300,0.4276904,0.0
mfeat-zernike,naive_bayes,FEAT_IMP vs SHAP,-0.3950046,-0.4930620,0.5
mfeat-zernike,naive_bayes,LIME vs SHAP,0.1748381,0.2902405,0.5
mfeat-zernike,naive_bayes,LOCAL vs LIME,-0.0086957,-0.0217700,0.0
mfeat-zernike,naive_bayes,LOCAL vs SHAP,-0.0801932,-0.0897317,0.0
mfeat-zernike,rbfDDA,FEAT_IMP vs LIME,0.0249769,0.0208141,0.2
mfeat-zernike,rbfDDA,FEAT_IMP vs LOCAL,0.1501057,0.2163495,0.0
mfeat-zernike,rbfDDA,FEAT_IMP vs SHAP,0.6836263,0.8874884,1.0
mfeat-zernike,rbfDDA,LIME vs SHAP,0.0564292,0.0866096,0.2
mfeat-zernike,rbfDDA,LOCAL vs LIME,0.1268499,0.1671600,0.0
mfeat-zernike,rbfDDA,LOCAL vs SHAP,0.2494715,0.3718111,0.0
mfeat-zernike,rda,FEAT_IMP vs LOCAL,0.05074,0.1045807,0.2
mfeat-zernike,rpart,FEAT_IMP vs LIME,0.1526364,0.2128816,0.5
mfeat-zernike,rpart,FEAT_IMP vs LOCAL,-0.2048726,-0.3053458,0.0
mfeat-zernike,rpart,FEAT_IMP vs SHAP,0.6207216,0.5410500,1.0
mfeat-zernike,rpart,LIME vs SHAP,0.0397780,0.0586263,0.5
mfeat-zernike,rpart,LOCAL vs LIME,-0.0542636,-0.0878889,0.0
mfeat-zernike,rpart,LOCAL vs SHAP,-0.1760797,-0.2461492,0.0
mfeat-zernike,simpls,FEAT_IMP vs LIME,0.3228492,0.4471554,0.5
mfeat-zernike,simpls,FEAT_IMP vs LOCAL,0.4022989,0.5906563,0.5
mfeat-zernike,simpls,FEAT_IMP vs SHAP,0.2081406,0.3370722,0.5
mfeat-zernike,simpls,LIME vs SHAP,0.6595745,0.8229648,1.0
mfeat-zernike,simpls,LOCAL vs LIME,0.6873563,0.8647386,1.0
mfeat-zernike,simpls,LOCAL vs SHAP,0.6459770,0.8340378,1.0
ozone-level-8hr,C5.0,FEAT_IMP vs LIME,0.4976526,0.6921989,0.5
ozone-level-8hr,C5.0,FEAT_IMP vs LOCAL,-0.0571205,-0.0809377,0.0
ozone-level-8hr,C5.0,FEAT_IMP vs SHAP,0.8661972,0.9405106,0.5
ozone-level-8hr,C5.0,LIME vs SHAP,0.5453834,0.7355135,1.0
ozone-level-8hr,C5.0,LOCAL vs LIME,0.0727700,0.1186893,0.0
ozone-level-8hr,C5.0,LOCAL vs SHAP,-0.0359937,-0.0364332,0.0
ozone-level-8hr,bayesglm,FEAT_IMP vs LIME,0.2159624,0.3101486,0.5
ozone-level-8hr,bayesglm,FEAT_IMP vs LOCAL,0.1416275,0.2161875,0.5
ozone-level-8hr,bayesglm,FEAT_IMP vs SHAP,0.2816901,0.3898965,1.0
ozone-level-8hr,bayesglm,LIME vs SHAP,0.5758998,0.7672841,0.5
ozone-level-8hr,bayesglm,LOCAL vs LIME,0.0524257,0.0650846,0.5
ozone-level-8hr,bayesglm,LOCAL vs SHAP,0.1823161,0.2526851,0.5
ozone-level-8hr,fda,FEAT_IMP vs LIME,0.2253521,0.3213068,1
ozone-level-8hr,fda,FEAT_IMP vs LOCAL,0.0672032,0.0983568,0
ozone-level-8hr,fda,FEAT_IMP vs SHAP,0.8122066,0.8227217,1
ozone-level-8hr,fda,LIME vs SHAP,0.1611894,0.2433597,1
ozone-level-8hr,fda,LOCAL vs LIME,0.0728370,0.1104628,0
ozone-level-8hr,fda,LOCAL vs SHAP,0.1750503,0.2430248,0
ozone-level-8hr,gbm,FEAT_IMP vs LIME,0.3122066,0.4350441,0.5
ozone-level-8hr,gbm,FEAT_IMP vs LOCAL,-0.1643192,-0.2248698,0.0
ozone-level-8hr,gbm,FEAT_IMP vs SHAP,0.3904538,0.4747894,0.2
ozone-level-8hr,gbm,LIME vs SHAP,0.4460094,0.6278217,0.2
ozone-level-8hr,gbm,LOCAL vs LIME,-0.0571205,-0.1096855,0.0
ozone-level-8hr,gbm,LOCAL vs SHAP,-0.0571205,-0.0866937,0.0
ozone-level-8hr,gcvEarth,FEAT_IMP vs LIME,0.1205008,0.1927777,0.5
ozone-level-8hr,gcvEarth,FEAT_IMP vs LOCAL,-0.0140845,-0.0210303,0.0
ozone-level-8hr,gcvEarth,FEAT_IMP vs SHAP,0.8153365,0.8230754,0.5
ozone-level-8hr,gcvEarth,LIME vs SHAP,0.0923318,0.1581774,0.5
ozone-level-8hr,gcvEarth,LOCAL vs LIME,0.0704225,0.0826098,0.0
ozone-level-8hr,gcvEarth,LOCAL vs SHAP,0.0359937,0.0537977,0.0
ozone-level-8hr,knn,FEAT_IMP vs LIME,0.2449139,0.3502476,0.2
ozone-level-8hr,knn,FEAT_IMP vs LOCAL,0.1486698,0.2216541,0.2
ozone-level-8hr,knn,FEAT_IMP vs SHAP,0.2566510,0.3631745,0.5
ozone-level-8hr,knn,LIME vs SHAP,0.3262911,0.4485819,0.5
ozone-level-8hr,knn,LOCAL vs LIME,0.1134585,0.1547688,0.5
ozone-level-8hr,knn,LOCAL vs SHAP,0.3333333,0.4710914,0.5
ozone-level-8hr,mlpML,FEAT_IMP vs LOCAL,-0.1134585,-0.1334491,0.0
ozone-level-8hr,mlpML,FEAT_IMP vs SHAP,0.7370892,0.6938710,0.2
ozone-level-8hr,mlpML,LOCAL vs SHAP,-0.0430360,-0.0261753,0.0
ozone-level-8hr,multinom,FEAT_IMP vs LIME,0.4201878,0.5807447,0.2
ozone-level-8hr,multinom,FEAT_IMP vs LOCAL,0.4061033,0.5582996,0.2
ozone-level-8hr,multinom,FEAT_IMP vs SHAP,0.5978091,0.7831050,0.5
ozone-level-8hr,multinom,LIME vs SHAP,0.6392801,0.8109525,0.5
ozone-level-8hr,multinom,LOCAL vs LIME,0.2691706,0.3797029,0.5
ozone-level-8hr,multinom,LOCAL vs SHAP,0.4358372,0.5809377,0.5
ozone-level-8hr,rbfDDA,FEAT_IMP vs LIME,0.1142410,0.1676635,0.2
ozone-level-8hr,rbfDDA,FEAT_IMP vs LOCAL,0.1114688,0.1932596,0.5
ozone-level-8hr,rbfDDA,FEAT_IMP vs SHAP,0.6517997,0.8463245,0.5
ozone-level-8hr,rbfDDA,LIME vs SHAP,0.1447574,0.2103994,0.5
ozone-level-8hr,rbfDDA,LOCAL vs LIME,0.1283702,0.1757881,0.2
ozone-level-8hr,rbfDDA,LOCAL vs SHAP,-0.0076459,0.0058350,0.5
ozone-level-8hr,rda,FEAT_IMP vs LIME,-0.3513302,-0.4697408,0.5
ozone-level-8hr,rda,FEAT_IMP vs LOCAL,-0.0078247,0.0018008,1.0
ozone-level-8hr,rda,FEAT_IMP vs SHAP,-0.3622848,-0.4863014,0.5
ozone-level-8hr,rda,LIME vs SHAP,0.4694836,0.6338993,1.0
ozone-level-8hr,rda,LOCAL vs LIME,0.1103286,0.1739019,0.5
ozone-level-8hr,rda,LOCAL vs SHAP,0.1948357,0.2884108,0.5
ozone-level-8hr,rpart,FEAT_IMP vs LOCAL,-0.2206573,-0.2659657,0.0
ozone-level-8hr,rpart,FEAT_IMP vs SHAP,0.7370892,0.6938710,0.2
ozone-level-8hr,rpart,LOCAL vs SHAP,-0.1064163,-0.1171780,0.0
pc4,bayesglm,FEAT_IMP vs LIME,0.5015015,0.6680891,0.5
pc4,bayesglm,FEAT_IMP vs LOCAL,0.1831933,0.3075630,0.0
pc4,bayesglm,FEAT_IMP vs SHAP,0.7027027,0.8658132,0.5
pc4,bayesglm,LIME vs SHAP,0.4984985,0.6785206,0.5
pc4,bayesglm,LOCAL vs LIME,0.0991597,0.1350140,0.0
pc4,bayesglm,LOCAL vs SHAP,0.1596639,0.2871148,0.0
pc4,ctree,FEAT_IMP vs LIME,-0.0660661,-0.0953058,0.5
pc4,ctree,FEAT_IMP vs LOCAL,-0.1159664,-0.1736695,0.0
pc4,ctree,FEAT_IMP vs SHAP,0.6876877,0.7152679,0.5
pc4,ctree,LIME vs SHAP,-0.0060060,0.0116169,1.0
pc4,ctree,LOCAL vs LIME,0.1260504,0.1910364,0.2
pc4,ctree,LOCAL vs SHAP,0.0588235,0.0770308,0.2
pc4,fda,FEAT_IMP vs LIME,0.4804805,0.6408250,0.2
pc4,fda,FEAT_IMP vs LOCAL,-0.0190476,-0.0213642,0.0
pc4,fda,FEAT_IMP vs SHAP,0.8258258,0.9011380,0.5
pc4,fda,LIME vs SHAP,0.5045045,0.6917971,0.2
pc4,fda,LOCAL vs LIME,0.0571429,0.0628057,0.0
pc4,fda,LOCAL vs SHAP,0.0222222,0.0555985,0.0
pc4,gbm,FEAT_IMP vs LIME,0.3303303,0.4687055,0.5
pc4,gbm,FEAT_IMP vs LOCAL,0.0300300,0.0360360,0.0
pc4,gbm,FEAT_IMP vs SHAP,0.1321321,0.2223803,1.0
pc4,gbm,LIME vs SHAP,0.4594595,0.6405880,0.5
pc4,gbm,LOCAL vs LIME,0.2492492,0.3243243,0.0
pc4,gbm,LOCAL vs SHAP,0.1591592,0.2363679,0.0
pc4,gcvEarth,FEAT_IMP vs LIME,0.5555556,0.7418208,0.2
pc4,gcvEarth,FEAT_IMP vs LOCAL,0.1460317,0.2146718,0.0
pc4,gcvEarth,FEAT_IMP vs SHAP,0.8948949,0.9720247,0.2
pc4,gcvEarth,LIME vs SHAP,0.5405405,0.7347084,0.5
pc4,gcvEarth,LOCAL vs LIME,0.2317460,0.3629344,0.2
pc4,gcvEarth,LOCAL vs SHAP,0.1936508,0.2316602,0.0
pc4,knn,FEAT_IMP vs LIME,0.3243243,0.4511617,0.5
pc4,knn,FEAT_IMP vs LOCAL,-0.2612613,-0.3624941,0.0
pc4,knn,FEAT_IMP vs SHAP,0.1561562,0.1877667,0.5
pc4,knn,LIME vs SHAP,0.0570571,0.0950688,0.5
pc4,knn,LOCAL vs LIME,-0.1981982,-0.2821242,0.0
pc4,knn,LOCAL vs SHAP,0.1081081,0.1346610,0.0
pc4,mlpML,FEAT_IMP vs LOCAL,-0.1051693,-0.1165775,0.0
pc4,mlpML,FEAT_IMP vs SHAP,-0.0600601,-0.0609294,0.2
pc4,mlpML,LOCAL vs SHAP,-0.1016043,-0.1229947,0.0
pc4,multinom,FEAT_IMP vs LIME,0.4234234,0.5403035,0.5
pc4,multinom,FEAT_IMP vs LOCAL,0.1523810,0.1943372,0.2
pc4,multinom,FEAT_IMP vs SHAP,0.7627628,0.9077762,0.5
pc4,multinom,LIME vs SHAP,0.4864865,0.6676150,1.0
pc4,multinom,LOCAL vs LIME,0.0190476,0.0133848,0.0
pc4,multinom,LOCAL vs SHAP,0.1460317,0.2193050,0.0
pc4,naive_bayes,FEAT_IMP vs LIME,0.3693694,0.5357990,0.2
pc4,naive_bayes,FEAT_IMP vs LOCAL,-0.0481283,-0.0759358,0.0
pc4,naive_bayes,FEAT_IMP vs SHAP,0.1711712,0.3150782,0.2
pc4,naive_bayes,LIME vs SHAP,0.1711712,0.2579422,0.2
pc4,naive_bayes,LOCAL vs LIME,0.0338681,0.0777693,0.0
pc4,naive_bayes,LOCAL vs SHAP,-0.1372549,-0.1779985,0.0
pc4,rbfDDA,FEAT_IMP vs LIME,0.0390390,0.0649597,0.2
pc4,rbfDDA,FEAT_IMP vs LOCAL,0.0050420,0.0044818,0.0
pc4,rbfDDA,FEAT_IMP vs SHAP,0.7867868,0.9224751,1.0
pc4,rbfDDA,LIME vs SHAP,0.0420420,0.0547653,0.2
pc4,rbfDDA,LOCAL vs LIME,-0.1092437,-0.1759104,0.0
pc4,rbfDDA,LOCAL vs SHAP,0.0655462,0.0826331,0.0
pc4,rpart,FEAT_IMP vs LIME,0.1621622,0.2321005,0.5
pc4,rpart,FEAT_IMP vs LOCAL,-0.0445633,-0.0817418,0.0
pc4,rpart,FEAT_IMP vs SHAP,0.7777778,0.8357041,0.5
pc4,rpart,LIME vs SHAP,0.2582583,0.3283547,0.5
pc4,rpart,LOCAL vs LIME,-0.0196078,-0.0337662,0.0
pc4,rpart,LOCAL vs SHAP,-0.0160428,-0.0227655,0.0
pc4,simpls,FEAT_IMP vs LIME,0.0240240,0.0512091,0.2000000
pc4,simpls,FEAT_IMP vs LOCAL,1.0000000,1.0000000,0.2500000
pc4,simpls,FEAT_IMP vs SHAP,-0.1531532,-0.2532006,0.2000000
pc4,simpls,LIME vs SHAP,-0.0300300,-0.0184922,0.2000000
pc4,simpls,LOCAL vs LIME,1.0000000,1.0000000,0.2500000
pc4,simpls,LOCAL vs SHAP,1.0000000,1.0000000,0.6666667
phoneme,C5.0,FEAT_IMP vs LIME,0.0,0.1,0.5
phoneme,C5.0,FEAT_IMP vs LOCAL,0.0,-0.1,0.5
phoneme,C5.0,FEAT_IMP vs SHAP,0.0,0.1,0.2
phoneme,C5.0,LIME vs SHAP,0.6,0.7,0.5
phoneme,C5.0,LOCAL vs LIME,0.2,0.2,0.5
phoneme,C5.0,LOCAL vs SHAP,-0.2,-0.3,0.5
phoneme,PART,FEAT_IMP vs LIME,0.8,0.9,0.5
phoneme,PART,FEAT_IMP vs LOCAL,0.0,-0.1,0.5
phoneme,PART,FEAT_IMP vs SHAP,0.0,0.1,0.5
phoneme,PART,LIME vs SHAP,-0.2,0.0,0.5
phoneme,PART,LOCAL vs LIME,-0.2,-0.2,0.5
phoneme,PART,LOCAL vs SHAP,0.6,0.7,0.5
phoneme,bayesglm,FEAT_IMP vs LIME,0.6,0.8,1
phoneme,bayesglm,FEAT_IMP vs LOCAL,0.6,0.8,1
phoneme,bayesglm,FEAT_IMP vs SHAP,0.6,0.8,1
phoneme,bayesglm,LIME vs SHAP,0.6,0.7,1
phoneme,bayesglm,LOCAL vs LIME,0.6,0.7,1
phoneme,bayesglm,LOCAL vs SHAP,1.0,1.0,1
phoneme,ctree,FEAT_IMP vs LIME,0.4,0.6,0.5
phoneme,ctree,FEAT_IMP vs LOCAL,0.2,0.3,0.5
phoneme,ctree,FEAT_IMP vs SHAP,0.0,0.0,0.5
phoneme,ctree,LIME vs SHAP,0.6,0.8,1.0
phoneme,ctree,LOCAL vs LIME,0.0,0.1,0.5
phoneme,ctree,LOCAL vs SHAP,0.0,-0.1,0.5
phoneme,fda,FEAT_IMP vs LIME,-0.6,-0.7,0.2
phoneme,fda,FEAT_IMP vs LOCAL,0.0,0.0,0.5
phoneme,fda,FEAT_IMP vs SHAP,-0.8,-0.9,0.2
phoneme,fda,LIME vs SHAP,0.4,0.6,1.0
phoneme,fda,LOCAL vs LIME,0.0,-0.1,0.5
phoneme,fda,LOCAL vs SHAP,0.2,0.3,0.5
phoneme,gbm,FEAT_IMP vs LIME,-0.2,-0.3,0.2
phoneme,gbm,FEAT_IMP vs LOCAL,0.0,0.1,0.5
phoneme,gbm,FEAT_IMP vs SHAP,0.2,0.2,0.2
phoneme,gbm,LIME vs SHAP,0.6,0.7,1.0
phoneme,gbm,LOCAL vs LIME,0.0,0.1,0.5
phoneme,gbm,LOCAL vs SHAP,0.4,0.5,0.5
phoneme,gcvEarth,FEAT_IMP vs LIME,-0.2,-0.3,0.5
phoneme,gcvEarth,FEAT_IMP vs LOCAL,0.0,0.0,0.5
phoneme,gcvEarth,FEAT_IMP vs SHAP,0.2,0.3,0.5
phoneme,gcvEarth,LIME vs SHAP,-0.2,-0.2,0.5
phoneme,gcvEarth,LOCAL vs LIME,0.0,0.1,0.5
phoneme,gcvEarth,LOCAL vs SHAP,0.8,0.9,1.0
phoneme,knn,FEAT_IMP vs LIME,0.4,0.6,0.5
phoneme,knn,FEAT_IMP vs LOCAL,0.4,0.5,0.5
phoneme,knn,FEAT_IMP vs SHAP,-0.6,-0.8,0.2
phoneme,knn,LIME vs SHAP,-0.4,-0.6,0.2
phoneme,knn,LOCAL vs LIME,0.6,0.7,0.5
phoneme,knn,LOCAL vs SHAP,-0.4,-0.6,0.2
phoneme,mlpML,FEAT_IMP vs LIME,0.6,0.7,0.5
phoneme,mlpML,FEAT_IMP vs LOCAL,0.0,-0.1,0.5
phoneme,mlpML,FEAT_IMP vs SHAP,0.6,0.7,1.0
phoneme,mlpML,LIME vs SHAP,0.6,0.8,0.5
phoneme,mlpML,LOCAL vs LIME,0.4,0.6,1.0
phoneme,mlpML,LOCAL vs SHAP,0.4,0.5,0.5
phoneme,multinom,FEAT_IMP vs LIME,0.4,0.5,0.5
phoneme,multinom,FEAT_IMP vs LOCAL,0.4,0.6,0.5
phoneme,multinom,FEAT_IMP vs SHAP,0.4,0.6,0.5
phoneme,multinom,LIME vs SHAP,0.6,0.7,1.0
phoneme,multinom,LOCAL vs LIME,0.6,0.7,1.0
phoneme,multinom,LOCAL vs SHAP,1.0,1.0,1.0
phoneme,naive_bayes,FEAT_IMP vs LIME,-0.4,-0.6,0.5
phoneme,naive_bayes,FEAT_IMP vs LOCAL,0.6,0.7,1.0
phoneme,naive_bayes,FEAT_IMP vs SHAP,-0.4,-0.5,0.5
phoneme,naive_bayes,LIME vs SHAP,0.6,0.7,1.0
phoneme,naive_bayes,LOCAL vs LIME,-0.4,-0.5,0.5
phoneme,naive_bayes,LOCAL vs SHAP,0.0,0.1,0.5
phoneme,rbfDDA,FEAT_IMP vs LIME,0.0,-0.1,0.5
phoneme,rbfDDA,FEAT_IMP vs LOCAL,0.4,0.5,0.5
phoneme,rbfDDA,FEAT_IMP vs SHAP,0.6,0.8,1.0
phoneme,rbfDDA,LIME vs SHAP,0.4,0.5,0.5
phoneme,rbfDDA,LOCAL vs LIME,0.2,0.3,0.5
phoneme,rbfDDA,LOCAL vs SHAP,0.4,0.6,0.5
phoneme,rda,FEAT_IMP vs LIME,0.0,0.1,0.2
phoneme,rda,FEAT_IMP vs LOCAL,0.4,0.6,0.5
phoneme,rda,FEAT_IMP vs SHAP,0.0,0.1,0.2
phoneme,rda,LIME vs SHAP,0.6,0.8,1.0
phoneme,rda,LOCAL vs LIME,0.2,0.3,0.5
phoneme,rda,LOCAL vs SHAP,0.6,0.7,0.5
phoneme,rf,FEAT_IMP vs LIME,0.0,0.1,0.2
phoneme,rf,FEAT_IMP vs LOCAL,-0.2,-0.2,0.5
phoneme,rf,FEAT_IMP vs SHAP,0.4,0.6,0.5
phoneme,rf,LIME vs SHAP,0.6,0.7,0.5
phoneme,rf,LOCAL vs LIME,0.0,-0.1,0.5
phoneme,rf,LOCAL vs SHAP,-0.4,-0.6,0.2
phoneme,rpart,FEAT_IMP vs LIME,0.8,0.9,0.5
phoneme,rpart,FEAT_IMP vs LOCAL,0.2,0.3,0.5
phoneme,rpart,FEAT_IMP vs SHAP,1.0,1.0,1.0
phoneme,rpart,LIME vs SHAP,0.8,0.9,0.5
phoneme,rpart,LOCAL vs LIME,0.4,0.5,0.5
